image,location,price
"https://media.zameen.com/thumbnails/110918042-400x300.jpeg,https://media.zameen.com/thumbnails/107965740-400x300.jpeg,https://media.zameen.com/thumbnails/110957970-400x300.jpeg,https://media.zameen.com/thumbnails/109997527-400x300.jpeg,https://media.zameen.com/thumbnails/109992235-400x300.jpeg,https://media.zameen.com/thumbnails/107751721-400x300.jpeg,https://media.zameen.com/thumbnails/110120607-400x300.jpeg,https://media.zameen.com/thumbnails/92302445-400x300.jpeg,https://media.zameen.com/thumbnails/111085735-400x300.jpeg,https://media.zameen.com/thumbnails/110289644-400x300.jpeg,https://media.zameen.com/thumbnails/105096467-400x300.jpeg,https://media.zameen.com/thumbnails/109918450-400x300.jpeg,https://media.zameen.com/thumbnails/111641493-400x300.jpeg,https://media.zameen.com/thumbnails/111635265-400x300.jpeg,https://media.zameen.com/thumbnails/111350545-400x300.jpeg,https://media.zameen.com/thumbnails/111476483-400x300.jpeg,https://media.zameen.com/thumbnails/111053147-400x300.jpeg,https://media.zameen.com/thumbnails/84231059-400x300.jpeg,https://media.zameen.com/thumbnails/75953060-400x300.jpeg,https://media.zameen.com/thumbnails/107095622-400x300.jpeg,https://media.zameen.com/thumbnails/111523515-400x300.jpeg,https://media.zameen.com/thumbnails/104210770-400x300.jpeg,https://media.zameen.com/thumbnails/104175887-400x300.jpeg,https://media.zameen.com/thumbnails/106567018-400x300.jpeg,https://media.zameen.com/thumbnails/101463841-400x300.jpeg,https://media.zameen.com/thumbnails/107265314-400x300.jpeg,https://media.zameen.com/thumbnails/111532246-400x300.jpeg","Bahria Enclave - Sector C1, Bahria Enclave,Bahria Enclave - Sector C1, Bahria Enclave,Bahria Enclave, Bahria Town,Bahria Enclave - Sector G, Bahria Enclave,Bahria Enclave - Sector A, Bahria Enclave,Bahria Enclave, Bahria Town,Bahria Enclave, Bahria Town,Bahria Enclave, Bahria Town,Bahria Enclave - Sector C1, Bahria Enclave,Bahria Enclave - Sector C, Bahria Enclave,Elite Arcade, Bahria Enclave - Sector H,Bahria Enclave - Sector E, Bahria Enclave,Bahria Enclave - Sector N, Bahria Enclave,Bahria Enclave, Bahria Town,Bahria Enclave - Sector C1, Bahria Enclave,Bahria Enclave, Bahria Town,Bahria Enclave, Bahria Town,Bahria Enclave - Sector C1, Bahria Enclave,Bahria Enclave - Sector C3, Bahria Enclave,Bahria Enclave - Sector C1, Bahria Enclave,Bahria Enclave - Sector A, Bahria Enclave,Bahria Enclave, Bahria Town,Bahria Enclave - Sector A, Bahria Enclave,Bahria Enclave - Sector A, Bahria Enclave,Bahria Enclave - Sector C1, Bahria Enclave,Bahria Enclave - Sector C1, Bahria Enclave,Bahria Enclave - Sector C, Bahria Enclave","2.9 Crore,3.2 Crore,1.4 Crore,2.4 Crore,87.3 Lakh,2.85 Crore,1.45 Crore,3 Crore,3.15 Crore,4.5 Crore,63.34 Lakh,4.9 Crore,99 Lakh,99 Lakh,3.1 Crore,3.25 Crore,1.55 Crore,2.8 Crore,2.6 Crore,2.58 Crore,2.75 Crore,1.45 Crore,3 Crore,38 Lakh,2.58 Crore,2.58 Crore,45 Lakh"
"https://media.zameen.com/thumbnails/111627912-400x300.jpeg,https://media.zameen.com/thumbnails/111008848-400x300.jpeg,https://images.zameen.com/smap/400/300/33.692638/73.218813/image.jpeg?quality=80&imageformat=jpeg,https://media.zameen.com/thumbnails/109892180-400x300.jpeg,https://media.zameen.com/thumbnails/108875966-400x300.jpeg,https://media.zameen.com/thumbnails/108024554-400x300.jpeg,https://media.zameen.com/thumbnails/108022113-400x300.jpeg,https://media.zameen.com/thumbnails/93731359-400x300.jpeg,https://media.zameen.com/thumbnails/105096166-400x300.jpeg,https://media.zameen.com/thumbnails/108819467-400x300.jpeg,https://media.zameen.com/thumbnails/99168549-400x300.jpeg,https://media.zameen.com/thumbnails/105277784-400x300.jpeg,https://media.zameen.com/thumbnails/109626999-400x300.jpeg,https://media.zameen.com/thumbnails/90201761-400x300.jpeg,https://media.zameen.com/thumbnails/106682399-400x300.jpeg,https://media.zameen.com/thumbnails/108059227-400x300.jpeg,https://media.zameen.com/thumbnails/109722353-400x300.jpeg,https://media.zameen.com/thumbnails/109720771-400x300.jpeg,https://media.zameen.com/thumbnails/111184531-400x300.jpeg,https://media.zameen.com/thumbnails/100886795-400x300.jpeg,https://media.zameen.com/thumbnails/107478362-400x300.jpeg,https://media.zameen.com/thumbnails/110210260-400x300.jpeg,https://media.zameen.com/thumbnails/110940109-400x300.jpeg,https://media.zameen.com/thumbnails/100199121-400x300.jpeg,https://media.zameen.com/thumbnails/105096435-400x300.jpeg,https://media.zameen.com/thumbnails/105096279-400x300.jpeg,https://media.zameen.com/thumbnails/110877313-400x300.jpeg","Bahria Enclave, Bahria Town,Bahria Enclave, Bahria Town,Bahria Enclave, Bahria Town,Bahria Enclave - Sector B1, Bahria Enclave,Bahria Enclave - Sector C1, Bahria Enclave,Bahria Enclave - Sector H, Bahria Enclave,Bahria Enclave - Sector H, Bahria Enclave,Bahria Enclave, Bahria Town,Elite Arcade, Bahria Enclave - Sector H,Bahria Enclave, Bahria Town,Bahria Enclave - Sector C, Bahria Enclave,Bahria Enclave, Bahria Town,Bahria Enclave - Sector B1, Bahria Enclave,Bahria Enclave - Sector H, Bahria Enclave,Bahria Enclave, Bahria Town,Bahria Enclave - Sector C3, Bahria Enclave,Bahria Enclave - Sector A, Bahria Enclave,Bahria Enclave - Sector A, Bahria Enclave,Bahria Enclave - Sector N, Bahria Enclave,Bahria Enclave - Sector B1, Bahria Enclave,Bahria Enclave - Sector C1, Bahria Enclave,Bahria Enclave - Sector H, Bahria Enclave,Bahria Enclave - Sector H, Bahria Enclave,Bahria Enclave - Sector C, Bahria Enclave,Elite Arcade, Bahria Enclave - Sector H,Elite Arcade, Bahria Enclave - Sector H,Bahria Enclave, Bahria Town","1.45 Crore,2.19 Crore,1.6 Crore,1.4 Crore,2.75 Crore,1.35 Crore,1.55 Crore,85 Lakh,63.09 Lakh,2.5 Crore,3.4 Crore,3.11 Crore,1.4 Crore,1.4 Crore,3.3 Crore,2.7 Crore,2.05 Crore,1.3 Crore,2.15 Crore,1.65 Crore,3.15 Crore,1.45 Crore,1.4 Crore,5.25 Crore,1.19 Crore,1.07 Crore,1.6 Crore"
